Blue,Green,Red,Label
100,165,179,brown
143,98,138,brown
92,111,190,brown
109,106,142,brown
49,129,172,brown
59,108,155,brown
102,91,156,brown
140,85,204,brown
103,180,211,brown
126,121,177,brown
64,102,161,brown
44,86,150,brown
67,174,186,brown
57,146,147,brown
129,130,197,brown
107,106,226,brown
105,97,167,brown
110,113,209,brown
52,127,179,brown
88,88,178,brown
113,115,161,brown
99,123,198,brown
76,110,217,brown
113,141,134,brown
46,162,223,brown
137,145,161,brown
123,157,130,brown
46,134,181,brown
139,176,146,brown
49,89,134,brown
135,141,149,brown
131,83,168,brown
105,91,148,brown
95,91,213,brown
91,130,155,brown
52,128,200,brown
115,139,174,brown
127,119,178,brown
115,135,169,brown
90,178,227,brown
105,115,173,brown
49,93,170,brown
115,168,218,brown
107,164,131,brown
67,142,175,brown
118,166,140,brown
97,178,174,brown
116,163,175,brown
101,99,202,brown
143,145,212,brown
112,99,147,brown
128,176,157,brown
58,177,185,brown
46,182,207,brown
55,162,200,brown
136,156,157,brown
50,128,204,brown
113,159,133,brown
108,158,177,brown
110,163,157,brown
127,148,219,brown
141,180,164,brown
101,84,186,brown
79,165,129,brown
129,158,137,brown
102,114,162,brown
130,151,198,brown
124,86,171,brown
96,181,181,brown
83,139,217,brown
123,99,197,brown
51,116,223,brown
46,116,213,brown
131,171,188,brown
95,105,138,brown
77,98,184,brown
74,127,172,brown
47,114,219,brown
59,98,141,brown
112,94,139,brown
106,126,168,brown
57,142,209,brown
139,180,131,brown
104,133,144,brown
142,93,144,brown
132,115,218,brown
87,149,227,brown
140,115,173,brown
119,170,160,brown
129,102,188,brown
117,134,129,brown
138,97,143,brown
93,173,227,brown
62,83,157,brown
92,119,217,brown
44,89,158,brown
59,149,182,brown
104,120,214,brown
46,110,205,brown
121,109,214,brown
82,102,160,brown
119,180,161,brown
113,166,149,brown
47,95,145,brown
53,109,142,brown
101,132,199,brown
73,127,202,brown
140,177,206,brown
65,156,196,brown
119,87,158,brown
98,159,168,brown
58,165,145,brown
91,90,184,brown
123,108,221,brown
108,178,140,brown
131,112,182,brown
82,159,195,brown
58,89,144,brown
97,104,160,brown
79,152,130,brown
48,148,214,brown
91,114,187,brown
84,167,130,brown
75,109,148,brown
114,148,173,brown
46,106,221,brown
57,153,144,brown
86,121,199,brown
96,131,180,brown
74,158,136,brown
81,141,152,brown
106,145,170,brown
137,175,181,brown
131,136,182,brown
125,122,181,brown
131,143,226,brown
129,85,144,brown
106,156,157,brown
76,98,190,brown
101,143,174,brown
133,170,206,brown
96,99,225,brown
120,93,154,brown
142,117,150,brown
87,150,198,brown
67,130,196,brown
54,128,191,brown
129,85,208,brown
111,177,214,brown
53,159,222,brown
132,93,213,brown
94,100,201,brown
104,150,226,brown
64,174,204,brown
143,90,138,brown
133,163,201,brown
127,147,142,brown
56,150,136,brown
56,84,190,brown
142,167,227,brown
141,158,211,brown
47,97,144,brown
69,130,175,brown
69,122,189,brown
82,107,191,brown
96,160,170,brown
70,108,222,brown
86,174,175,brown
72,91,164,brown
73,180,148,brown
99,97,163,brown
60,98,129,brown
133,163,148,brown
66,175,151,brown
134,110,164,brown
130,168,217,brown
65,172,171,brown
106,125,196,brown
112,138,215,brown
127,175,137,brown
64,136,129,brown
84,178,143,brown
93,166,223,brown
64,114,131,brown
109,133,220,brown
49,122,169,brown
78,151,169,brown
53,180,151,brown
138,175,145,brown
112,163,202,brown
97,103,184,brown
44,169,192,brown
133,171,157,brown
110,114,201,brown
139,126,167,brown
114,130,147,brown
118,128,140,brown
108,152,178,brown
118,88,199,brown
88,117,202,brown
120,90,160,brown
65,134,216,brown
132,109,192,brown
76,99,214,brown
125,135,182,brown
129,102,188,brown
82,89,151,brown
135,146,134,brown
53,132,224,brown
56,125,208,brown
109,107,169,brown
107,155,198,brown
129,121,138,brown
122,169,153,brown
81,148,133,brown
53,100,197,brown
75,158,176,brown
105,115,210,brown
87,126,129,brown
112,163,149,brown
122,177,216,brown
45,151,216,brown
141,120,161,brown
141,114,180,brown
53,177,190,brown
48,141,200,brown
139,95,195,brown
95,168,131,brown
99,138,129,brown
68,117,164,brown
125,148,147,brown
135,119,207,brown
61,121,135,brown
84,163,149,brown
45,159,158,brown
101,118,151,brown
133,115,198,brown
105,149,219,brown
93,128,149,brown
81,166,140,brown
139,179,189,brown
120,175,213,brown
76,98,130,brown
117,108,136,brown
135,139,170,brown
134,98,166,brown
79,138,193,brown
58,127,161,brown
91,101,211,brown
51,85,138,brown
58,177,204,brown
132,143,136,brown
120,129,204,brown
45,175,227,brown
143,150,129,brown
98,175,179,brown
127,119,196,brown
57,119,128,brown
143,83,140,brown
46,174,153,brown
84,175,137,brown
96,170,156,brown
91,94,142,brown
62,154,137,brown
100,173,176,brown
57,174,154,brown
89,108,140,brown
142,139,196,brown
130,176,144,brown
91,163,130,brown
135,108,221,brown
101,178,196,brown
117,124,201,brown
61,89,170,brown
55,154,165,brown
69,105,165,brown
60,158,130,brown
106,162,128,brown
74,175,198,brown
122,105,165,brown
85,105,180,brown
67,163,199,brown
108,141,224,brown
61,132,189,brown
88,157,227,brown
45,147,192,brown
87,176,170,brown
123,115,200,brown
58,140,224,brown
53,127,188,brown
45,100,149,brown
70,89,155,brown
47,168,134,brown
74,164,169,brown
90,155,151,brown
84,109,170,brown
53,118,171,brown
110,148,215,brown
131,136,217,brown
68,142,154,brown
103,178,141,brown
96,140,201,brown
70,164,186,brown
82,128,131,brown
85,181,177,brown
119,97,210,brown
64,85,159,brown
142,130,166,brown
96,108,147,brown
127,90,185,brown
50,146,139,brown
133,135,210,brown
122,86,223,brown
121,121,160,brown
49,92,164,brown
48,139,138,brown
58,110,150,brown
118,88,224,brown
55,108,215,brown
136,120,137,brown
60,164,173,brown
90,106,178,brown
74,175,172,brown
74,165,171,brown
60,96,201,brown
87,143,188,brown
75,130,191,brown
114,129,227,brown
62,172,169,brown
64,112,186,brown
66,95,202,brown
86,103,134,brown
96,135,177,brown
104,84,170,brown
114,151,138,brown
61,150,215,brown
87,151,222,brown
123,165,140,brown
106,169,132,brown
119,132,178,brown
74,171,166,brown
110,139,157,brown
123,121,166,brown
137,96,139,brown
111,167,129,brown
136,164,151,brown
46,110,177,brown
69,127,159,brown
121,113,150,brown
54,135,167,brown
108,182,149,brown
97,116,158,brown
106,163,209,brown
45,100,186,brown
74,97,226,brown
124,169,164,brown
51,106,142,brown
94,152,199,brown
127,169,225,brown
110,89,171,brown
47,154,151,brown
84,140,149,brown
107,143,217,brown
77,163,161,brown
140,139,180,brown
113,178,207,brown
49,94,134,brown
120,121,187,brown
142,123,207,brown
108,117,227,brown
134,108,206,brown
51,112,144,brown
134,162,211,brown
122,143,138,brown
97,89,217,brown
140,85,184,brown
132,149,225,brown
131,107,211,brown
103,180,142,brown
106,176,222,brown
46,133,167,brown
46,100,198,brown
105,125,151,brown
106,159,193,brown
128,130,150,brown
77,178,164,brown
122,152,154,brown
133,178,188,brown
142,151,167,brown
138,133,182,brown
111,168,227,brown
92,158,199,brown
59,86,174,brown
92,118,131,brown
73,144,207,brown
136,158,192,brown
51,172,211,brown
140,154,186,brown
116,123,177,brown
125,160,194,brown
89,97,155,brown
106,161,214,brown
50,106,171,brown
65,177,195,brown
66,150,142,brown
125,149,152,brown
115,126,216,brown
49,125,147,brown
135,92,227,brown
108,172,191,brown
95,135,156,brown
116,103,197,brown
90,95,143,brown
137,96,220,brown
137,84,187,brown
64,125,163,brown
112,130,150,brown
76,166,223,brown
94,140,204,brown
96,123,193,brown
105,125,219,brown
75,88,224,brown
141,166,225,brown
47,128,204,brown
73,137,136,brown
94,119,184,brown
91,172,188,brown
97,140,179,brown
89,87,139,brown
114,137,225,brown
114,161,133,brown
133,157,142,brown
138,88,216,brown
95,175,150,brown
84,165,135,brown
58,161,174,brown
103,156,187,brown
76,155,193,brown
78,132,132,brown
92,123,185,brown
95,182,159,brown
101,164,150,brown
111,133,197,brown
65,108,209,brown
127,128,219,brown
52,169,219,brown
66,85,169,brown
51,170,209,brown
109,133,155,brown
92,115,192,brown
85,115,145,brown
123,116,191,brown
117,131,205,brown
108,118,141,brown
68,159,167,brown
98,163,190,brown
124,132,214,brown
53,167,133,brown
94,137,167,brown
140,94,145,brown
53,139,167,brown
63,109,166,brown
115,166,132,brown
126,182,219,brown
136,131,174,brown
73,89,132,brown
90,93,205,brown
134,106,142,brown
82,95,190,brown
129,103,212,brown
86,167,196,brown
70,151,176,brown
64,167,204,brown
48,174,133,brown
125,121,211,brown
122,119,133,brown
52,161,175,brown
142,157,219,brown
138,169,207,brown
84,91,143,brown
97,128,129,brown
92,174,206,brown
127,161,195,brown
61,130,196,brown
121,181,193,brown
59,91,163,brown
45,169,226,brown
124,124,224,brown
100,155,145,brown
91,98,167,brown
59,171,182,brown
59,163,156,brown
141,165,211,brown
116,180,178,brown
109,113,180,brown
105,97,162,brown
52,90,175,brown
139,146,195,brown
137,176,129,brown
103,88,170,brown
102,154,138,brown
93,86,163,brown
134,134,163,brown
140,131,208,brown
98,166,189,brown
114,153,156,brown
140,115,196,brown
120,130,204,brown
83,94,199,brown
89,181,185,brown
106,120,147,brown
50,91,196,brown
87,173,158,brown
131,181,209,brown
48,119,177,brown
49,149,152,brown
127,129,150,brown
143,92,169,brown
136,120,160,brown
136,88,141,brown
83,147,148,brown
83,174,138,brown
108,174,145,brown
122,176,175,brown
87,94,193,brown
131,150,195,brown
68,123,199,brown
142,87,207,brown
84,174,182,brown
69,90,183,brown
105,155,132,brown
96,97,132,brown
60,159,179,brown
85,97,147,brown
122,161,213,brown
121,101,167,brown
46,170,209,brown
123,172,138,brown
113,163,162,brown
60,178,150,brown
81,175,135,brown
139,107,145,brown
121,119,183,brown
141,106,167,brown
104,114,172,brown
57,177,173,brown
80,111,191,brown
101,117,158,brown
127,99,146,brown
82,107,191,brown
111,165,176,brown
143,95,202,brown
93,136,184,brown
69,102,181,brown
105,162,162,brown
119,153,197,brown
113,118,224,brown
44,97,181,brown
129,110,204,brown
100,147,136,brown
79,129,143,brown
115,170,134,brown
121,173,183,brown
107,139,207,brown
59,97,165,brown
45,155,169,brown
90,166,222,brown
140,158,206,brown
127,90,163,brown
50,94,163,brown
120,157,144,brown
58,89,134,brown
110,118,149,brown
72,107,133,brown
60,153,182,brown
132,176,139,brown
89,161,209,brown
73,107,199,brown
79,172,217,brown
140,158,161,brown
129,120,165,brown
65,158,188,brown
133,148,192,brown
139,168,185,brown
47,173,180,brown
80,126,177,brown
83,95,152,brown
51,121,199,brown
79,96,202,brown
70,167,150,brown
102,155,147,brown
126,156,179,brown
77,169,171,brown
66,106,190,brown
123,170,182,brown
62,135,200,brown
102,107,167,brown
73,142,221,brown
74,90,204,brown
124,133,216,brown
65,104,218,brown
71,95,191,brown
126,92,175,brown
142,154,211,brown
47,165,160,brown
63,97,216,brown
73,122,220,brown
98,142,168,brown
121,102,133,brown
61,181,131,brown
102,149,206,brown
101,135,201,brown
128,128,134,brown
44,172,190,brown
94,121,132,brown
123,119,153,brown
56,165,144,brown
99,109,143,brown
81,132,215,brown
112,182,141,brown
134,99,164,brown
66,153,146,brown
111,148,206,brown
84,131,210,brown
75,146,153,brown
95,91,200,brown
95,109,154,brown
115,86,182,brown
50,96,206,brown
116,93,227,brown
61,92,188,brown
96,177,155,brown
55,143,191,brown
121,100,219,brown
91,120,166,brown
143,133,162,brown
64,121,214,brown
138,149,212,brown
74,112,171,brown
117,121,149,brown
76,172,220,brown
130,94,176,brown
143,179,153,brown
124,126,164,brown
90,156,155,brown
131,155,205,brown
86,85,165,brown
112,159,165,brown
74,146,191,brown
106,107,142,brown
46,174,185,brown
94,178,212,brown
121,119,135,brown
92,136,145,brown
66,143,197,brown
142,152,151,brown
113,130,172,brown
122,171,213,brown
109,94,203,brown
142,138,215,brown
103,170,227,brown
44,99,197,brown
138,117,168,brown
57,179,155,brown
91,179,193,brown
104,111,192,brown
102,122,193,brown
48,109,131,brown
112,135,135,brown
54,179,129,brown
67,85,206,brown
51,174,133,brown
128,139,156,brown
77,178,137,brown
97,111,156,brown
75,157,156,brown
87,128,221,brown
101,153,138,brown
79,122,175,brown
79,172,130,brown
122,173,179,brown
119,143,129,brown
114,90,152,brown
76,121,227,brown
101,170,156,brown
136,161,226,brown
142,116,212,brown
80,177,214,brown
131,114,227,brown
87,121,226,brown
140,84,176,brown
62,139,168,brown
122,101,192,brown
131,149,171,brown
48,158,162,brown
84,148,161,brown
114,174,183,brown
113,138,172,brown
86,155,130,brown
112,178,158,brown
115,102,204,brown
103,131,209,brown
70,114,166,brown
134,90,212,brown
73,148,199,brown
47,107,210,brown
57,134,195,brown
121,152,212,brown
85,124,199,brown
84,179,158,brown
116,107,150,brown
95,102,190,brown
47,180,185,brown
74,101,206,brown
52,91,208,brown
67,177,207,brown
110,140,192,brown
127,173,163,brown
91,134,224,brown
52,181,151,brown
60,150,226,brown
132,105,143,brown
45,133,200,brown
110,163,129,brown
75,156,154,brown
122,111,174,brown
111,131,146,brown
127,88,150,brown
46,151,151,brown
114,146,179,brown
82,170,204,brown
121,141,135,brown
131,136,203,brown
67,99,211,brown
63,112,200,brown
143,92,194,brown
139,154,134,brown
73,141,159,brown
132,96,140,brown
64,171,202,brown
120,95,184,brown
65,97,159,brown
52,126,141,brown
98,100,209,brown
81,110,155,brown
139,99,203,brown
135,127,203,brown
139,160,151,brown
53,109,136,brown
120,147,185,brown
93,170,184,brown
69,115,203,brown
47,166,211,brown
65,165,223,brown
104,181,172,brown
45,149,166,brown
103,137,224,brown
84,84,209,brown
138,86,194,brown
129,89,160,brown
91,93,135,brown
51,99,169,brown
95,154,162,brown
70,111,130,brown
112,135,179,brown
90,99,157,brown
61,171,157,brown
65,168,218,brown
90,128,174,brown
112,83,211,brown
58,142,159,brown
121,154,150,brown
88,152,163,brown
139,151,207,brown
80,107,153,brown
96,159,205,brown
129,163,141,brown
68,112,155,brown
100,165,207,brown
97,85,180,brown
112,84,128,brown
135,154,215,brown
46,91,220,brown
139,105,209,brown
112,153,167,brown
85,136,154,brown
55,118,213,brown
104,127,164,brown
69,117,135,brown
112,99,179,brown
134,108,202,brown
81,156,198,brown
103,177,150,brown
102,118,169,brown
137,178,179,brown
51,84,223,brown
118,182,193,brown
68,153,128,brown
79,123,135,brown
63,177,203,brown
77,106,191,brown
72,150,156,brown
129,162,157,brown
137,99,135,brown
54,110,153,brown
116,174,134,brown
123,165,162,brown
139,165,200,brown
59,83,171,brown
141,115,227,brown
117,148,138,brown
140,83,163,brown
101,120,214,brown
143,124,152,brown
128,119,203,brown
78,86,193,brown
97,121,178,brown
106,83,169,brown
124,175,201,brown
76,130,142,brown
65,150,223,brown
90,131,169,brown
109,132,156,brown
137,143,212,brown
112,143,185,brown
91,156,173,brown
126,168,159,brown
135,176,137,brown
130,147,152,brown
72,171,149,brown
91,118,199,brown
132,90,202,brown
125,182,212,brown
48,125,197,brown
129,163,180,brown
108,181,177,brown
125,139,201,brown
76,108,137,brown
71,85,157,brown
141,87,207,brown
84,129,201,brown
50,111,198,brown
137,95,160,brown
116,127,198,brown
143,158,137,brown
137,133,208,brown
100,157,160,brown
124,86,162,brown
114,142,184,brown
120,91,170,brown
112,95,143,brown
98,159,172,brown
84,174,151,brown
123,132,211,brown
78,85,190,brown
143,146,136,brown
67,105,204,brown
84,167,166,brown
134,133,174,brown
133,104,194,brown
46,135,227,brown
114,170,135,brown
98,93,173,brown
65,151,139,brown
143,103,174,brown
127,147,181,brown
61,159,180,brown
77,102,183,brown
58,93,226,brown
116,146,202,brown
139,159,194,brown
108,170,173,brown
107,113,205,brown
142,102,157,brown
63,177,158,brown
68,89,203,brown
58,182,197,brown
106,180,218,brown
84,87,181,brown
65,136,199,brown
44,165,201,brown
103,123,222,brown
106,144,208,brown
110,157,193,brown
102,90,173,brown
100,87,156,brown
134,137,161,brown
94,84,154,brown
80,116,220,brown
114,118,200,brown
98,153,195,brown
95,86,222,brown
134,150,143,brown
109,173,198,brown
73,171,147,brown
75,108,135,brown
118,94,205,brown
114,100,218,brown
44,146,176,brown
101,117,162,brown
58,138,190,brown
52,175,143,brown
92,133,141,brown
132,131,155,brown
113,123,128,brown
80,132,133,brown
95,158,173,brown
47,127,214,brown
110,113,195,brown
69,113,168,brown
83,147,201,brown
112,118,183,brown
51,155,154,brown
68,144,199,brown
55,90,186,brown
67,142,202,brown
92,122,227,brown
113,169,139,brown
55,85,133,brown
133,179,207,brown
118,91,160,brown
71,115,219,brown
142,131,179,brown
94,98,159,brown
93,98,160,brown
52,174,158,brown
45,136,177,brown
68,103,216,brown
126,180,160,brown
75,174,213,brown
52,146,181,brown
126,147,186,brown
102,152,140,brown
101,83,165,brown
135,162,129,brown
78,158,222,brown
54,86,223,brown
118,157,147,brown
48,133,173,brown
81,145,158,brown
61,110,210,brown
71,145,149,brown
86,155,181,brown
80,160,180,brown
89,104,217,brown
74,136,218,brown
92,107,219,brown
85,171,174,brown
96,94,225,brown
89,131,195,brown
117,137,214,brown
121,99,184,brown
72,98,217,brown
75,153,161,brown
75,84,158,brown
80,130,220,brown
49,150,221,brown
109,116,209,brown
98,116,226,brown
99,174,147,brown
66,115,139,brown
97,87,136,brown
51,164,200,brown
71,117,144,brown
118,89,215,brown
80,179,163,brown
135,170,142,brown
112,138,161,brown
60,112,164,brown
46,100,199,brown
134,86,166,brown
93,147,159,brown
108,152,169,brown
76,105,211,brown
76,172,169,brown
112,84,141,brown
118,98,215,brown
115,128,193,brown
128,117,224,brown
93,97,162,brown
137,97,155,brown
90,137,133,brown
105,119,174,brown
46,101,175,brown
84,177,197,brown
116,145,139,brown
114,150,157,brown
143,91,134,brown
59,112,162,brown
80,142,140,brown
121,136,157,brown
47,133,211,brown
85,109,226,brown
72,153,206,brown
78,152,217,brown
123,94,210,brown
54,168,157,brown
97,131,131,brown
88,151,194,brown
130,178,139,brown
107,131,174,brown
135,144,194,brown
70,160,175,brown
53,156,192,brown
59,144,174,brown
136,108,137,brown
79,96,191,brown
75,105,165,brown
136,83,152,brown
106,116,149,brown
96,159,170,brown
96,139,148,brown
85,150,207,brown
94,180,223,brown
109,169,200,brown
74,86,205,brown
118,107,131,brown
87,127,180,brown
63,145,208,brown
110,116,185,brown
139,132,134,brown
121,122,179,brown
64,134,181,brown
77,93,167,brown
46,174,143,brown
91,157,209,brown
129,169,216,brown
112,133,137,brown
50,174,134,brown
111,127,198,brown
71,135,154,brown
110,131,212,brown
56,148,137,brown
97,93,218,brown
71,84,188,brown
68,111,132,brown
88,120,201,brown
80,155,141,brown
119,158,208,brown
103,119,164,brown
109,97,208,brown
111,149,185,brown
136,110,160,brown
125,150,135,brown
108,154,223,brown
82,95,219,brown
103,92,159,brown
106,129,190,brown
109,166,183,brown
57,151,182,brown
121,144,216,brown
63,89,174,brown
47,163,215,brown
129,163,199,brown
124,172,134,brown
120,92,222,brown
90,121,138,brown
56,156,157,brown
114,139,177,brown
46,148,216,brown
65,113,164,brown
119,121,188,brown
143,115,204,brown
128,169,155,brown
130,91,168,brown
77,177,146,brown
88,135,203,brown
119,93,213,brown
57,165,227,brown
62,182,192,brown
130,93,204,brown
47,145,149,brown
81,105,159,brown
56,110,157,brown
98,154,216,brown
114,91,210,brown
69,128,165,brown
60,151,166,brown
129,97,185,brown
76,117,165,brown
52,148,139,brown
85,111,128,brown
100,151,219,brown
132,97,159,brown
140,129,187,brown
112,150,180,brown
110,131,209,brown
87,179,194,brown
93,154,148,brown
76,106,203,brown
126,170,136,brown
97,123,175,brown
85,139,208,brown
129,93,166,brown
73,91,210,brown
86,140,159,brown
121,86,196,brown
77,108,133,brown
121,87,138,brown
67,100,201,brown
108,144,195,brown
78,151,174,brown
60,130,168,brown
68,161,185,brown
111,139,162,brown
116,161,165,brown
78,146,183,brown
132,165,217,brown
73,140,192,brown
139,113,156,brown
75,155,144,brown
82,175,223,brown
50,166,215,brown
139,126,178,brown
111,89,152,brown
142,155,172,brown
57,127,178,brown
137,107,215,brown
56,137,171,brown
74,141,167,brown
107,113,164,brown
135,110,154,brown
74,99,178,brown
111,121,186,brown
107,182,188,brown
78,150,215,brown
100,132,145,brown
52,125,140,brown
124,144,141,brown
141,89,222,brown
83,117,174,brown
70,175,190,brown
54,144,169,brown
107,152,162,brown
49,180,204,brown
52,92,136,brown
82,153,186,brown
106,135,176,brown
115,176,148,brown
118,83,199,brown
60,96,198,brown
105,125,193,brown
62,147,215,brown
129,156,226,brown
53,134,153,brown
65,117,223,brown
61,91,168,brown
78,132,179,brown
96,179,191,brown
85,132,193,brown
110,170,156,brown
110,151,197,brown
110,115,180,brown
122,103,166,brown
93,144,174,brown
70,94,128,brown
116,144,134,brown
78,97,139,brown
78,155,160,brown
121,178,198,brown
127,111,156,brown
121,121,200,brown
130,96,155,brown
71,174,136,brown
69,113,222,brown
140,88,197,brown
92,174,131,brown
106,120,216,brown
127,161,188,brown
51,146,196,brown
94,170,204,brown
53,117,151,brown
57,103,141,brown
74,170,199,brown
112,120,174,brown
119,118,207,brown
97,153,175,brown
105,143,178,brown
66,126,192,brown
94,108,201,brown
91,117,129,brown
117,110,227,brown
89,122,183,brown
102,135,215,brown
116,116,201,brown
83,161,201,brown
94,132,157,brown
133,101,148,brown
70,150,158,brown
126,149,196,brown
96,167,161,brown
55,140,147,brown
53,142,160,brown
46,109,131,brown
89,161,168,brown
131,95,227,brown
136,146,210,brown
111,117,169,brown
114,118,150,brown
60,150,196,brown
75,147,152,brown
70,111,167,brown
74,157,163,brown
109,106,160,brown
74,124,207,brown
93,134,156,brown
57,113,175,brown
110,148,182,brown
60,158,183,brown
61,137,132,brown
50,100,128,brown
70,182,130,brown
122,96,128,brown
113,143,178,brown
143,175,224,brown
47,131,203,brown
88,119,136,brown
68,172,223,brown
94,97,196,brown
73,97,167,brown
91,118,158,brown
51,170,178,brown
97,141,132,brown
52,164,147,brown
102,83,170,brown
70,164,188,brown
105,120,217,brown
114,104,161,brown
100,158,196,brown
49,107,222,brown
71,111,166,brown
111,99,219,brown
85,171,143,brown
126,141,200,brown
102,168,206,brown
108,174,132,brown
46,90,162,brown
138,115,185,brown
97,181,144,brown
57,106,217,brown
72,120,177,brown
119,166,167,brown
67,161,132,brown
58,122,184,brown
82,150,196,brown
96,170,220,brown
112,154,177,brown
133,147,134,brown
61,108,211,brown
81,138,139,brown
99,180,134,brown
120,157,149,brown
76,162,214,brown
68,154,150,brown
72,115,150,brown
45,167,170,brown
120,125,201,brown
90,137,172,brown
124,145,143,brown
55,119,168,brown
127,105,161,brown
86,100,214,brown
58,94,201,brown
130,110,178,brown
91,123,210,brown
74,128,215,brown
96,132,174,brown
56,170,134,brown
138,118,154,brown
48,129,134,brown
44,146,181,brown
99,93,197,brown
63,131,164,brown
47,153,185,brown
84,160,223,brown
51,178,223,brown
81,94,183,brown
142,130,180,brown
117,153,158,brown
141,116,165,brown
99,178,199,brown
71,170,198,brown
52,121,136,brown
88,89,167,brown
89,155,152,brown
130,172,207,brown
110,125,144,brown
91,130,174,brown
95,128,172,brown
68,97,194,brown
86,101,134,brown
133,124,186,brown
81,128,203,brown
62,114,205,brown
122,171,185,brown
119,159,217,brown
119,132,210,brown
124,121,187,brown
57,182,187,brown
81,169,205,brown
70,142,157,brown
141,149,158,brown
104,112,211,brown
60,133,188,brown
84,180,206,brown
73,175,221,brown
108,155,141,brown
121,92,130,brown
141,123,167,brown
86,88,219,brown
110,165,166,brown
73,136,215,brown
138,164,130,brown
58,129,136,brown
113,118,162,brown
53,166,201,brown
118,123,135,brown
136,93,172,brown
121,176,192,brown
62,92,203,brown
104,171,133,brown
72,136,135,brown
113,159,207,brown
140,174,221,brown
123,147,183,brown
80,87,205,brown
92,166,199,brown
105,136,159,brown
59,150,156,brown
127,174,164,brown
65,84,136,brown
60,132,143,brown
127,84,167,brown
137,102,181,brown
71,126,221,brown
139,165,158,brown
118,165,153,brown
65,102,128,brown
69,167,161,brown
90,118,130,brown
60,88,154,brown
93,134,132,brown
93,97,136,brown
116,164,173,brown
97,151,194,brown
113,127,224,brown
73,119,167,brown
62,137,196,brown
89,163,174,brown
61,130,156,brown
104,85,132,brown
133,179,152,brown
143,174,210,brown
120,109,184,brown
73,115,217,brown
106,95,171,brown
106,174,166,brown
105,99,130,brown
61,89,153,brown
58,146,161,brown
134,172,170,brown
120,119,155,brown
57,118,157,brown
65,181,159,brown
78,119,221,brown
124,88,166,brown
88,165,210,brown
82,172,175,brown
90,163,149,brown
121,89,139,brown
80,175,213,brown
62,136,185,brown
47,115,169,brown
110,85,227,brown
92,128,216,brown
106,166,165,brown
52,121,215,brown
127,127,128,brown
52,182,132,brown
136,103,155,brown
76,133,224,brown
124,182,129,brown
101,104,155,brown
132,124,146,brown
51,141,195,brown
135,150,221,brown
70,141,226,brown
61,118,203,brown
85,134,189,brown
134,177,191,brown
113,160,151,brown
87,95,213,brown
103,138,207,brown
55,175,196,brown
121,93,172,brown
130,105,136,brown
140,90,158,brown
129,130,207,brown
112,105,130,brown
133,178,220,brown
64,145,150,brown
88,116,193,brown
85,110,131,brown
89,121,161,brown
90,180,211,brown
127,97,209,brown
110,171,178,brown
63,154,212,brown
102,166,132,brown
73,85,140,brown
130,130,144,brown
71,100,134,brown
142,122,134,brown
49,153,198,brown
116,106,170,brown
120,83,176,brown
57,86,130,brown
68,174,135,brown
65,99,222,brown
121,86,217,brown
81,141,190,brown
101,162,174,brown
80,161,172,brown
95,152,130,brown
121,165,172,brown
112,102,191,brown
88,113,224,brown
130,163,186,brown
44,126,176,brown
49,143,169,brown
84,111,152,brown
134,92,211,brown
66,92,140,brown
116,136,160,brown
103,122,184,brown
84,130,136,brown
65,151,205,brown
49,129,219,brown
52,158,208,brown
125,126,198,brown
79,139,181,brown
85,135,154,brown
78,139,134,brown
44,134,217,brown
117,137,181,brown
71,158,148,brown
44,85,194,brown
106,126,210,brown
57,87,210,brown
61,131,180,brown
85,169,185,brown
73,117,128,brown
65,152,156,brown
119,145,173,brown
119,146,224,brown
63,177,205,brown
114,116,159,brown
132,175,148,brown
96,166,183,brown
110,126,145,brown
84,115,186,brown
58,152,179,brown
44,142,157,brown
50,99,173,brown
57,129,150,brown
61,86,201,brown
142,125,209,brown
64,106,152,brown
69,123,227,brown
115,164,217,brown
127,112,207,brown
57,100,177,brown
64,122,140,brown
48,133,195,brown
71,83,199,brown
117,83,182,brown
61,85,156,brown
52,85,210,brown
44,173,227,brown
110,170,216,brown
119,109,194,brown
103,147,170,brown
87,152,218,brown
98,89,153,brown
103,86,130,brown
98,152,213,brown
140,152,143,brown
97,175,220,brown
136,91,157,brown
135,146,212,brown
129,89,197,brown
76,98,197,brown
67,87,225,brown
71,103,226,brown
83,85,164,brown
113,168,164,brown
136,155,130,brown
46,152,171,brown
96,142,185,brown
101,154,128,brown
67,176,153,brown
50,126,141,brown
137,147,136,brown
122,139,209,brown
115,118,220,brown
106,95,173,brown
79,154,128,brown
108,85,182,brown
143,174,224,brown
101,121,173,brown
56,138,173,brown
139,157,147,brown
108,89,185,brown
65,104,179,brown
91,145,219,brown
52,83,145,brown
117,113,138,brown
97,153,138,brown
106,104,147,brown
53,135,181,brown
125,135,213,brown
114,125,161,brown
132,102,200,brown
121,140,151,brown
44,104,224,brown
122,108,163,brown
105,87,160,brown
97,85,163,brown
111,130,210,brown
65,134,197,brown
66,159,133,brown
65,122,149,brown
118,180,142,brown
75,180,179,brown
108,148,174,brown
67,148,226,brown
99,90,176,brown
77,136,152,brown
138,86,159,brown
105,163,192,brown
136,168,163,brown
75,126,196,brown
86,142,226,brown
100,86,226,brown
106,139,134,brown
78,170,182,brown
62,141,211,brown
114,182,171,brown
86,112,134,brown
67,151,136,brown
127,143,222,brown
91,144,206,brown
59,179,133,brown
97,135,222,brown
